"Category","City","Container","Continent","Country_Region","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_Priority","Postal_Code","Region","Ship_Date","Ship_Mode","State","Customer_ID","Discount","Number_of_Records","Order_ID","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Pens and Art Supplies","Chattanooga","Wrap Bag","North America","United States of America","Erika Clapp","Home Office","Office Supplies","Newell 315","7/5/12","High","37421","South","7/7/12","Regular Air","Tennessee","2,724","4.00","1","88,963","14","60.00","122","85","1","6"
"Appliances","Texarkana","Small Box","North America","United States of America","Vivian Hodge","Corporate","Office Supplies","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","7/6/12","High","75503","Central","7/6/12","Regular Air","Texas","862","0.00","1","90,454","4","56.00","119","172","4","39"
"Appliances","Karachi","Small Box","Asia","Pakistan","Kristin Dolan","Corporate","Office Supplies","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","7/6/12","High","","International","7/6/12","Regular Air","Sindh","861","0.00","1","12,263","16","56.00","124","688","4","39"
"Paper","Cairo","Small Box","Africa","Egypt","Glenda Kenney","Corporate","Office Supplies","Xerox 1949","7/6/12","Medium","","International","7/7/12","Regular Air","Al Qahirah","2,524","5.00","1","16,258","1","36.00","7","10","5","5"
"Paper","Oxford","Small Box","North America","United States of America","Grace Everett","Corporate","Office Supplies","Xerox 1949","7/6/12","Medium","36203","South","7/7/12","Regular Air","Alabama","2,525","5.00","1","87,211","1","36.00","39","10","5","5"
"Pens and Art Supplies","Cairo","Wrap Bag","Africa","Egypt","Glenda Kenney","Corporate","Office Supplies","SANFORD Major Accent Highlighters","7/6/12","Medium","","International","7/8/12","Regular Air","Al Qahirah","2,524","3.00","1","16,258","65","47.00","45","450","2","7"
"Pens and Art Supplies","Oxford","Wrap Bag","North America","United States of America","Grace Everett","Corporate","Office Supplies","SANFORD Major Accent Highlighters","7/6/12","Medium","36203","South","7/8/12","Regular Air","Alabama","2,525","3.00","1","87,211","16","47.00","621","111","2","7"
"Paper","Delhi","Wrap Bag","Asia","India","Bruce Ellis","Corporate","Office Supplies","Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book","7/6/12","Low","","International","7/8/12","Regular Air","National Capital Territory of Delhi","1,489","1.00","1","51,493","42","38.00","8","388","5","9"
"Paper","Pacifica","Wrap Bag","North America","United States of America","Leslie Duffy","Corporate","Office Supplies","Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book","7/6/12","Low","94044","West","7/8/12","Regular Air","California","1,490","1.00","1","88,007","10","38.00","8","92","5","9"
"Office Machines","Rio de Janeiro","Jumbo Drum","South America","Brazil","Vivian Epstein","Corporate","Technology","Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers","7/6/12","Not Specified","","International","7/8/12","Delivery Truck","Rio de Janeiro","2,477","5.00","1","34,663","51","40.00","11,562","39,171","55","808"
"Office Machines","Kenner","Jumbo Drum","North America","United States of America","Rhonda Tuttle","Corporate","Technology","Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers","7/6/12","Not Specified","70065","South","7/8/12","Delivery Truck","Louisiana","2,480","5.00","1","91,002","13","40.00","56","9,985","55","808"
"Binders and Binder Accessories","Buenos Aires","Small Box","South America","Argentina","Tim Hendrix","Consumer","Office Supplies","Trimflex Flexible Post Binders","7/7/12","Not Specified","","International","7/8/12","Regular Air","Province de Buenos Aires","743","10.00","1","27,558","28","37.00","129","564","3","21"
"Binders and Binder Accessories","Peoria","Small Box","North America","United States of America","Mary Page","Consumer","Office Supplies","Trimflex Flexible Post Binders","7/7/12","Not Specified","85345","West","7/8/12","Regular Air","Arizona","745","10.00","1","87,729","7","37.00","97","141","3","21"
"Binders and Binder Accessories","Findlay","Small Box","North America","United States of America","Shawn Dunn","Consumer","Office Supplies","Binder Posts","7/7/12","High","45840","East","7/9/12","Express Air","Ohio","1,681","8.00","1","86,648","11","39.00","53","68","5","6"
"Binders and Binder Accessories","Tokyo","Small Box","Asia","Japan","Christine Bowling","Consumer","Office Supplies","Binder Posts","7/7/12","High","","International","7/9/12","Express Air","Tokyo","1,678","8.00","1","52,512","43","39.00","53","265","5","6"
"Appliances","Findlay","Small Box","North America","United States of America","Shawn Dunn","Consumer","Office Supplies","Staples 6 Outlet Surge","7/7/12","High","45840","East","7/9/12","Regular Air","Ohio","1,681","9.00","1","86,648","1","58.00","22","12","5","12"
"Appliances","Tokyo","Small Box","Asia","Japan","Christine Bowling","Consumer","Office Supplies","Staples 6 Outlet Surge","7/7/12","High","","International","7/9/12","Regular Air","Tokyo","1,678","9.00","1","52,512","5","58.00","22","62","5","12"
"Office Machines","Bogot","Jumbo Box","South America","Colombia","Roberta L Justice","Consumer","Technology","Okidata Pacemark 4410N Wide Format Dot Matrix Printer","7/7/12","High","","International","7/9/12","Delivery Truck","Bogot D.C.","1,529","6.00","1","27,936","4","57.00","8,570","12,230","9","3,502"
"Office Machines","Palm Springs","Jumbo Box","North America","United States of America","Seth Sweeney","Consumer","Technology","Okidata Pacemark 4410N Wide Format Dot Matrix Printer","7/7/12","High","92262","West","7/9/12","Delivery Truck","California","1,530","6.00","1","88,853","1","57.00","8,570","3,057","9","3,502"
"Telephones and Communication","Bogot","Small Pack","South America","Colombia","Roberta L Justice","Consumer","Technology","Accessory32","7/7/12","High","","International","7/9/12","Regular Air","Bogot D.C.","1,529","7.00","1","27,936","31","35.00","405","1,386","1","56"
"Telephones and Communication","Palm Coast","Small Pack","North America","United States of America","Jon Ayers","Consumer","Technology","Accessory32","7/7/12","High","32137","South","7/9/12","Regular Air","Florida","1,531","7.00","1","88,853","8","35.00","25","358","1","56"
"Storage and Organization","Buenos Aires","Medium Box","South America","Argentina","Christopher Browning","Corporate","Office Supplies","Iris Project Case","7/8/12","Not Specified","","International","7/10/12","Regular Air","Province de Buenos Aires","3,037","5.00","1","42,855","23","59.00","71","183","7","8"
"Storage and Organization","Corvallis","Medium Box","North America","United States of America","Anne Barnett","Corporate","Office Supplies","Iris Project Case","7/8/12","Not Specified","97330","West","7/10/12","Regular Air","Oregon","3,039","5.00","1","86,201","6","59.00","71","48","7","8"
"Binders and Binder Accessories","Oak Lawn","Small Box","North America","United States of America","Colleen Wilcox","Home Office","Office Supplies","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","7/8/12","Not Specified","60453","Central","7/10/12","Regular Air","Illinois","221","10.00","1","87,231","2","39.00","3","17","3","9"
"Binders and Binder Accessories","Manila","Small Box","Asia","Philippines","Elizabeth Chen","Home Office","Office Supplies","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","7/8/12","Not Specified","","International","7/10/12","Regular Air","R_gion Capitale Nationale","219","10.00","1","5,284","9","39.00","3","76","3","9"
"Telephones and Communication","Singapore","Small Pack","Asia","Singapore","Amy Zimmerman","Corporate","Technology","Accessory31","7/10/12","Critical","","International","7/10/12","Regular Air","Singapur","715","1.00","1","12,481","16","35.00","103","518","1","36"
"Telephones and Communication","North Las Vegas","Small Pack","North America","United States of America","Jimmy Hsu","Corporate","Technology","Accessory31","7/10/12","Critical","89031","West","7/10/12","Regular Air","Nevada","718","1.00","1","89,350","4","35.00","89","130","1","36"
"Paper","Jalandhar","Small Box","Asia","India","Charlene Cowan","Consumer","Office Supplies","Xerox 210","7/10/12","Not Specified","","International","7/12/12","Regular Air","Punjab","3,256","3.00","1","43,298","20","37.00","50","146","7","6"
"Paper","Lynnwood","Small Box","North America","United States of America","Gretchen Best Wilkins","Consumer","Office Supplies","Xerox 210","7/10/12","Not Specified","98037","West","7/12/12","Regular Air","Washington","3,258","3.00","1","88,832","5","37.00","50","36","7","6"
"Copiers and Fax","Jalandhar","Large Box","Asia","India","Charlene Cowan","Consumer","Technology","Canon PC-428 Personal Copier","7/10/12","Not Specified","","International","7/12/12","Regular Air","Punjab","3,256","10.00","1","43,298","45","46.00","988","8,133","24","200"
"Copiers and Fax","Lynnwood","Large Box","North America","United States of America","Gretchen Best Wilkins","Consumer","Technology","Canon PC-428 Personal Copier","7/10/12","Not Specified","98037","West","7/12/12","Regular Air","Washington","3,258","10.00","1","88,832","11","46.00","988","1,988","24","200"
"Telephones and Communication","Rock Island","Small Box","North America","United States of America","Jeffrey Mueller","Corporate","Technology","R380","7/10/12","High","61201","Central","7/12/12","Regular Air","Illinois","767","8.00","1","86,282","10","58.00","1,142","1,655","4","196"
"Telephones and Communication","London","Small Box","Europe","United Kingdom","Patrick Schaefer","Corporate","Technology","R380","7/10/12","High","N11","International","7/12/12","Regular Air","England","766","8.00","1","483","41","58.00","1,199","6,787","4","196"
"Computer Peripherals","Singapore","Small Pack","Asia","Singapore","Amy Zimmerman","Corporate","Technology","IBM 80 Minute CD-R Spindle, 50/Pack","7/10/12","Critical","","International","7/12/12","Regular Air","Singapur","715","4.00","1","12,481","50","48.00","216","1,005","2","21"
"Computer Peripherals","North Las Vegas","Small Pack","North America","United States of America","Jimmy Hsu","Corporate","Technology","IBM 80 Minute CD-R Spindle, 50/Pack","7/10/12","Critical","89031","West","7/12/12","Regular Air","Nevada","718","4.00","1","89,350","12","48.00","166","241","2","21"
"Binders and Binder Accessories","Paris","Small Box","Europe","France","Sidney Eaton","Home Office","Office Supplies","GBC White Gloss Covers, Plain Front","7/10/12","Low","75007","International","7/14/12","Regular Air","le-de-France","1,835","10.00","1","54,977","32","38.00","24","459","6","14"
"Binders and Binder Accessories","San Gabriel","Small Box","North America","United States of America","Herbert Williamson","Home Office","Office Supplies","GBC White Gloss Covers, Plain Front","7/10/12","Low","91776","West","7/14/12","Regular Air","California","1,837","10.00","1","86,604","8","38.00","24","115","6","14"
"Pens and Art Supplies","Paris","Wrap Bag","Europe","France","Sidney Eaton","Home Office","Office Supplies","Quartet Omega Colored Chalk, 12/Pack","7/10/12","Low","75007","International","7/15/12","Regular Air","le-de-France","1,835","9.00","1","54,977","16","38.00","14","86","1","6"
"Pens and Art Supplies","San Gabriel","Wrap Bag","North America","United States of America","Herbert Williamson","Home Office","Office Supplies","Quartet Omega Colored Chalk, 12/Pack","7/10/12","Low","91776","West","7/15/12","Regular Air","California","1,837","9.00","1","86,604","4","38.00","14","22","1","6"
"Chairs and Chairmats","Apple Valley","Jumbo Drum","North America","United States of America","Judith Wallace","Corporate","Furniture","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","7/10/12","Low","55124","Central","7/17/12","Delivery Truck","Minnesota","2,161","0.00","1","90,395","11","62.00","1,055","1,887","30","161"
"Chairs and Chairmats","Guangzhou","Jumbo Drum","Asia","China","Megan H Odom","Corporate","Furniture","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","7/10/12","Low","","International","7/17/12","Delivery Truck","Guangdong Sheng","2,154","0.00","1","49,126","45","62.00","1,055","7,720","30","161"
"Binders and Binder Accessories","Granite City","Small Box","North America","United States of America","Joann Mullen","Corporate","Office Supplies","Lock-Up Easel Spel-Binder","7/11/12","Critical","62040","Central","7/11/12","Regular Air","Illinois","2,860","2.00","1","88,285","5","38.00","99","144","1","29"
"Binders and Binder Accessories","Mexico City","Small Box","North America","Mexico","Joan Oakley Schaefer","Corporate","Office Supplies","Lock-Up Easel Spel-Binder","7/11/12","Critical","","International","7/11/12","Regular Air","Distrito Federal","2,857","2.00","1","31,618","19","38.00","147","547","1","29"
"Paper","Buenos Aires","Wrap Bag","South America","Argentina","Maria Dale","Home Office","Office Supplies","Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4","7/12/12","Medium","","International","7/13/12","Regular Air","Province de Buenos Aires","1,493","0.00","1","57,572","12","36.00","17","100","6","8"
"Paper","Kalispell","Wrap Bag","North America","United States of America","Theodore Petty","Home Office","Office Supplies","Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4","7/12/12","Medium","59901","West","7/13/12","Regular Air","Montana","1,495","0.00","1","85,887","3","36.00","17","25","6","8"
"Labels","Wausau","Small Box","North America","United States of America","Arthur Fleming","Small Business","Office Supplies","Avery 501","7/12/12","High","54401","Central","7/13/12","Regular Air","Wisconsin","3,231","7.00","1","87,441","11","38.00","27","40","1","4"
"Labels","Recife","Small Box","South America","Brazil","Lynda Abrams","Small Business","Office Supplies","Avery 501","7/12/12","High","","International","7/13/12","Regular Air","Pernambuco","3,227","7.00","1","36,933","43","38.00","48","156","1","4"
