Category,City,Container,Continent,Country Region,Customer Id,Customer Name,Customer Segment,Department,Item,Order Date,Order Id,Order Priority,Postal Code,Region,Row Id,Ship Date,Ship Mode,State,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Office Machines,Sun City,Jumbo Box,North America,United States of America,1053,George Bowen,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,5/24/11,90070,Critical,85351,West,4879,5/27/11,Delivery Truck,Arizona,0.08,1,9,0.36,"2,054","2,977",48,401
Office Machines,Twentynine Palms,Jumbo Box,North America,United States of America,3151,Glenda Hunter,Corporate,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,8/4/10,88544,Critical,92277,West,2052,8/5/10,Delivery Truck,California,0.01,1,1,0.57,"-4,076","3,502",9,"3,502"
Office Machines,Portland,Jumbo Box,North America,United States of America,337,Jonathan Cheng,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,8/9/13,87282,Critical,97206,West,14649,8/10/13,Delivery Truck,Oregon,0.09,1,15,0.36,"3,793","5,497",48,401
Office Machines,Redmond,Jumbo Box,North America,United States of America,53,Sidney Russell Austin,Corporate,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,7/28/10,88425,Critical,98052,West,1996,7/30/10,Delivery Truck,Washington,0.07,1,1,0.57,"-6,924","3,268",9,"3,502"
Office Machines,Keller,Jumbo Box,North America,United States of America,2427,John Merritt,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,4/6/13,90864,High,76248,Central,12716,4/6/13,Delivery Truck,Texas,0.02,1,10,0.36,"2,755","3,993",48,401
Office Machines,Milwaukee,Jumbo Box,North America,United States of America,2957,Francis I Davis,Corporate,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,1/5/13,90267,High,53209,Central,11376,1/5/13,Delivery Truck,Wisconsin,0.08,1,14,0.39,255,"1,389",56,120
Copiers and Fax,Wheeling,Jumbo Drum,North America,United States of America,566,Stephanie Pruitt,Corporate,Technology,Canon PC940 Copier,12/23/11,87106,High,60090,Central,7179,12/25/11,Delivery Truck,Illinois,0.01,1,12,0.38,-274,"5,774",49,450
Copiers and Fax,Odessa,Jumbo Drum,North America,United States of America,2864,Elsie Siegel,Corporate,Technology,Canon PC940 Copier,7/20/11,90872,High,79762,Central,5403,7/20/11,Delivery Truck,Texas,0.04,1,5,0.38,"1,200","2,311",49,450
Office Machines,Skokie,Jumbo Drum,North America,United States of America,1082,Joy Park,Corporate,Technology,Okidata ML390 Turbo Dot Matrix Printers,5/19/13,88468,High,60076,Central,13429,5/20/13,Delivery Truck,Illinois,0.01,1,11,0.56,"3,588","5,200",15,442
Office Machines,Ozark,Jumbo Drum,North America,United States of America,1492,Don Beard,Corporate,Technology,Epson C82 Color Inkjet Printer,12/16/10,88004,High,65721,Central,3304,12/18/10,Delivery Truck,Missouri,0.04,1,6,0.36,510,739,14,120
Office Machines,Jefferson City,Jumbo Drum,North America,United States of America,2188,Shelley Grant,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",10/14/13,89442,High,65109,Central,15722,10/16/13,Delivery Truck,Missouri,0.05,1,19,0.38,"6,302","9,133",28,501
Office Machines,Rapid City,Jumbo Drum,North America,United States of America,2668,Carlos Hanson,Corporate,Technology,Epson Stylus 1520 Color Inkjet Printer,12/8/11,87836,High,57701,Central,7016,12/9/11,Delivery Truck,South Dakota,0,1,17,0.37,"5,617","8,140",69,501
Office Machines,Houston,Jumbo Drum,North America,United States of America,1999,Priscilla Kane,Corporate,Technology,Okidata ML184 Turbo Dot Matrix Printers,5/3/11,12900,High,77070,Central,4623,5/5/11,Delivery Truck,Texas,0.08,1,26,0.56,308,"5,917",27,306
Office Machines,San Juan,Jumbo Drum,North America,United States of America,408,Calvin Parsons Walter,Corporate,Technology,Okidata ML591 Wide Format Dot Matrix Printer,9/23/13,89642,High,78589,Central,15406,9/25/13,Delivery Truck,Texas,0.09,1,2,0.56,"-1,739","1,476",16,811
Office Machines,Washington,Jumbo Box,North America,United States of America,894,Gail Rankin Cole,Corporate,Technology,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,5/1/12,56834,High,20024,East,8586,5/3/12,Delivery Truck,District of Columbia,0,1,35,0.4,203,"3,023",30,81
Office Machines,Pittsburgh,Jumbo Box,North America,United States of America,2797,Cameron Kendall,Corporate,Technology,Okidata ML320 Series Turbo Dot Matrix Printers,10/3/13,87567,High,15122,East,15549,10/4/13,Delivery Truck,Pennsylvania,0.04,1,8,0.56,"1,197","3,287",12,400
Office Machines,New York City,Jumbo Drum,North America,United States of America,2189,Frank Cross,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",10/14/13,25473,High,10177,East,15716,10/16/13,Delivery Truck,New York,0.05,1,76,0.38,"7,434","36,532",28,501
Office Machines,Cairo,Jumbo Box,Africa,Egypt,2424,Priscilla Helms,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,4/6/13,29411,High,,International,12710,4/6/13,Delivery Truck,Al Qahirah,0.02,1,38,0.36,"7,252","15,175",48,401
Office Machines,Guangzhou,Jumbo Box,Asia,China,1795,Priscilla Crawford,Corporate,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,3/23/13,44261,High,,International,12485,3/24/13,Delivery Truck,Guangdong Sheng,0.05,1,1,0.57,"-7,961","3,360",9,"3,502"
Office Machines,Seoul,Jumbo Box,Asia,Republic of Korea,2793,Terri Bond,Corporate,Technology,Okidata ML320 Series Turbo Dot Matrix Printers,10/3/13,31266,High,,International,15547,10/4/13,Delivery Truck,Soul,0.04,1,34,0.56,"1,197","13,969",12,400
Copiers and Fax,Guangzhou,Jumbo Drum,Asia,China,564,Dale L Wilson,Corporate,Technology,Canon PC940 Copier,12/23/11,1761,High,,International,7178,12/25/11,Delivery Truck,Guangdong Sheng,0.01,1,46,0.38,411,"22,132",49,450
Copiers and Fax,Osaka,Jumbo Drum,Asia,Japan,2863,Anne Lowry,Corporate,Technology,Canon PC940 Copier,7/20/11,16065,High,,International,5394,7/20/11,Delivery Truck,_saka,0.04,1,18,0.38,"1,200","8,320",49,450
Copiers and Fax,Singapore,Jumbo Drum,Asia,Singapore,30,Dennis Nixon,Corporate,Technology,Canon PC940 Copier,6/12/10,29988,High,,International,1565,6/14/10,Delivery Truck,Singapur,0.06,1,18,0.38,"1,294","7,766",49,450
Office Machines,Guangzhou,Jumbo Drum,Asia,China,2665,Darlene McLean,Corporate,Technology,Epson Stylus 1520 Color Inkjet Printer,12/8/11,20674,High,,International,7014,12/9/11,Delivery Truck,Guangdong Sheng,0,1,68,0.37,"25,072","32,562",69,501
Office Machines,Delhi,Jumbo Drum,Asia,India,1489,Bruce Ellis,Corporate,Technology,Epson C82 Color Inkjet Printer,12/16/13,3110,High,,International,16616,12/18/13,Delivery Truck,National Capital Territory of Delhi,0.04,1,26,0.36,"2,466","3,203",14,120
Office Machines,Hyderabad,Jumbo Drum,Asia,India,2259,Louis Henson,Corporate,Technology,Epson C82 Color Inkjet Printer,10/21/10,11335,High,,International,2805,10/23/10,Delivery Truck,State of Andhra Pradesh,0.09,1,14,0.36,-16,"1,614",14,120
Office Machines,Moscow,Jumbo Drum,Asia,Russian Federation,1078,Jennifer Gibson,Corporate,Technology,Okidata ML390 Turbo Dot Matrix Printers,5/19/11,44519,High,,International,4809,5/20/11,Delivery Truck,Moskva (city),0.01,1,49,0.56,"5,386","23,164",15,442
Office Machines,Prague,Jumbo Drum,Europe,Czech Republic,407,Tracey Lane,Corporate,Technology,Okidata ML591 Wide Format Dot Matrix Printer,9/23/13,17187,High,,International,15397,9/25/13,Delivery Truck,Praha,0.09,1,8,0.56,"-4,537","5,904",16,811
Office Machines,Paris,Jumbo Drum,Europe,France,1474,Holly Byrd,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,7/30/12,54279,High,75007,International,9603,7/31/12,Delivery Truck,le-de-France,0.1,1,55,0.58,"1,978","13,510",18,265
Office Machines,Recife,Jumbo Box,South America,Brazil,2956,Glenda Marsh,Corporate,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,1/5/13,52516,High,,International,11360,1/5/13,Delivery Truck,Pernambuco,0.08,1,55,0.39,134,"5,458",56,120
Office Machines,Rome,Jumbo Drum,North America,United States of America,2260,Geoffrey H Wong,Corporate,Technology,Epson C82 Color Inkjet Printer,10/21/10,89602,High,30161,South,2810,10/23/10,Delivery Truck,Georgia,0.09,1,4,0.36,"1,056",461,14,120
Office Machines,Danville,Jumbo Drum,North America,United States of America,2000,Dale Yu,Corporate,Technology,Okidata ML184 Turbo Dot Matrix Printers,5/3/11,90569,High,24541,South,4628,5/5/11,Delivery Truck,Virginia,0.08,1,7,0.56,-98,"1,593",27,306
Office Machines,San Francisco,Jumbo Box,North America,United States of America,1796,Carlos Johnson,Corporate,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,3/23/13,90778,High,94110,West,12502,3/24/13,Delivery Truck,California,0.05,1,1,0.57,"-7,961","3,360",9,"3,502"
Office Machines,Eagle,Jumbo Box,North America,United States of America,895,Gordon Sutherland,Corporate,Technology,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,5/1/12,90169,High,83616,West,8595,5/3/12,Delivery Truck,Idaho,0,1,9,0.4,203,777,30,81
Copiers and Fax,Grants Pass,Jumbo Drum,North America,United States of America,32,Matthew Berman,Corporate,Technology,Canon PC940 Copier,6/12/13,89207,High,97526,West,13839,6/14/13,Delivery Truck,Oregon,0.06,1,5,0.38,345,"2,157",49,450
Office Machines,Gillette,Jumbo Drum,North America,United States of America,1476,Bill Terrell,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,7/30/12,91164,High,82716,West,9608,7/31/12,Delivery Truck,Wyoming,0.1,1,14,0.58,"1,978","3,439",18,265
Office Machines,Calumet City,Jumbo Drum,North America,United States of America,1066,Stacey Bowers,Corporate,Technology,Epson DFX5000+ Dot Matrix Printer,11/26/13,88904,Low,60409,Central,16319,12/3/13,Delivery Truck,Illinois,0.09,1,3,0.57,"1,742","4,344",30,"1,501"
Office Machines,Saint Paul,Jumbo Drum,North America,United States of America,635,Juan Justice,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",7/21/12,89287,Low,55106,Central,9495,7/26/12,Delivery Truck,Minnesota,0.02,1,12,0.38,"4,146","6,009",28,501
Office Machines,Roseville,Jumbo Drum,North America,United States of America,324,Lester Stuart,Corporate,Technology,Okidata ML184 Turbo Dot Matrix Printers,11/19/12,91527,Low,55113,Central,10814,11/26/12,Delivery Truck,Minnesota,0,1,41,0.56,"9,196","13,328",27,306
Office Machines,Gladstone,Jumbo Drum,North America,United States of America,2131,Mary Hewitt,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",1/11/13,90090,Low,64118,Central,11470,1/16/13,Delivery Truck,Missouri,0.08,1,4,0.38,"1,323","1,917",28,501
Office Machines,Pflugerville,Jumbo Drum,North America,United States of America,3145,Margaret Rogers,Corporate,Technology,Epson DFX-8500 Dot Matrix Printer,3/11/13,85855,Low,78660,Central,12322,3/13/13,Delivery Truck,Texas,0.08,1,2,0.57,"-3,477","4,739",30,"2,550"
Office Machines,Cairo,Jumbo Drum,Africa,Egypt,2344,Jay Fuller,Corporate,Technology,Panasonic KX-P3200 Dot Matrix Printer,1/10/10,20037,Low,,International,116,1/15/10,Delivery Truck,Al Qahirah,0.03,1,49,0.57,"1,965","15,137",15,298
Office Machines,Lagos,Jumbo Drum,Africa,Nigeria,509,Jimmy Dawson,Corporate,Technology,Panasonic KX-P1150 Dot Matrix Printer,1/13/10,13602,Low,,International,158,1/18/10,Delivery Truck,Lagos State,0.03,1,3,0.56,-605,445,18,145
Office Machines,Beijing,Jumbo Box,Asia,China,2255,Gina Stokes,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,3/9/10,59776,Low,,International,661,3/13/10,Delivery Truck,Beijing,0.07,1,33,0.36,"5,255","12,215",48,401
Office Machines,Beijing,Jumbo Drum,Asia,China,2625,April S Wright,Corporate,Technology,Okidata ML390 Turbo Dot Matrix Printers,2/18/12,16481,Low,,International,7818,2/23/12,Delivery Truck,Beijing,0.08,1,53,0.56,"6,169","22,852",15,442
Office Machines,Hyderabad,Jumbo Drum,Asia,India,3144,Judith Townsend,Corporate,Technology,Epson DFX-8500 Dot Matrix Printer,3/11/13,2912,Low,,International,12316,3/13/13,Delivery Truck,State of Andhra Pradesh,0.08,1,7,0.57,"-3,477","16,587",30,"2,550"
Office Machines,Jakarta,Jumbo Drum,Asia,Indonesia,2839,Tara Palmer,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,9/27/11,15906,Low,,International,6201,9/29/11,Delivery Truck,Jakarta,0.05,1,15,0.58,-224,"4,078",18,265
Office Machines,Tokyo,Jumbo Drum,Asia,Japan,634,Hugh Scott,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",7/21/12,6596,Low,,International,9489,7/26/12,Delivery Truck,Tokyo,0.02,1,49,0.38,"8,158","24,538",28,501
Office Machines,Karachi,Jumbo Drum,Asia,Pakistan,1,Maurice Lang,Corporate,Technology,Canon S750 Color Inkjet Printer,7/1/10,54019,Low,,International,1737,7/8/10,Delivery Truck,Sindh,0.08,1,42,0.38,"1,220","5,080",26,121
Office Machines,Barcelona,Jumbo Drum,Europe,Spain,1064,Vincent Rosenberg,Corporate,Technology,Epson DFX5000+ Dot Matrix Printer,11/26/13,25377,Low,,International,16312,12/3/13,Delivery Truck,Catalun_a,0.09,1,11,0.57,"12,263","15,926",30,"1,501"
Office Machines,Guadalajara,Jumbo Drum,North America,Mexico,2128,Teresa Hancock,Corporate,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",1/11/13,22663,Low,,International,11461,1/16/13,Delivery Truck,Jalisco,0.08,1,17,0.38,763,"8,149",28,501
Office Machines,Rio de Janeiro,Jumbo Drum,South America,Brazil,3117,Robyn Avery Sherrill,Corporate,Technology,Panasonic KX-P1150 Dot Matrix Printer,1/1/13,710,Low,,International,11285,1/5/13,Delivery Truck,Rio de Janeiro,0.02,1,32,0.56,293,"4,627",18,145
Office Machines,Sao Paulo,Jumbo Drum,South America,Brazil,323,Vickie Riley Reilly,Corporate,Technology,Okidata ML184 Turbo Dot Matrix Printers,11/19/12,55873,Low,,International,10797,11/26/12,Delivery Truck,Sa_o Paulo,0,1,163,0.56,"40,798","52,985",27,306
Office Machines,Rocky Mount,Jumbo Box,North America,United States of America,2258,Nicole Pope,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,3/9/10,87962,Low,27801,South,665,3/13/10,Delivery Truck,North Carolina,0.07,1,8,0.36,45,"2,961",48,401
Office Machines,North Miami Beach,Jumbo Drum,North America,United States of America,2841,Melanie Cooper,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,9/27/11,87887,Low,33160,South,6203,9/29/11,Delivery Truck,Florida,0.05,1,4,0.58,7,"1,087",18,265
Office Machines,Ocoee,Jumbo Drum,North America,United States of America,3118,Tony Woods,Corporate,Technology,Panasonic KX-P1150 Dot Matrix Printer,1/1/11,86433,Low,34761,South,3438,1/5/11,Delivery Truck,Florida,0.02,1,7,0.56,-125,"1,012",18,145
Office Machines,Pleasure Ridge Park,Jumbo Drum,North America,United States of America,2346,Sylvia Kumar,Corporate,Technology,Panasonic KX-P3200 Dot Matrix Printer,1/10/10,89503,Low,40258,South,126,1/15/10,Delivery Truck,Kentucky,0.03,1,12,0.57,-49,"3,707",15,298
Office Machines,Menlo Park,Jumbo Drum,North America,United States of America,2626,Lillian Fischer,Corporate,Technology,Okidata ML390 Turbo Dot Matrix Printers,2/18/12,90928,Low,94025,West,7822,2/23/12,Delivery Truck,California,0.08,1,13,0.56,"3,868","5,605",15,442
Office Machines,Manteca,Jumbo Drum,North America,United States of America,510,Gregory Rao,Corporate,Technology,Panasonic KX-P1150 Dot Matrix Printer,1/13/13,90067,Low,95336,West,11511,1/18/13,Delivery Truck,California,0.03,1,1,0.56,-469,148,18,145
Office Machines,Anacortes,Jumbo Drum,North America,United States of America,3,Bonnie Potter,Corporate,Technology,Canon S750 Color Inkjet Printer,7/1/13,88526,Low,98221,West,14066,7/8/13,Delivery Truck,Washington,0.08,1,12,0.38,"1,001","1,451",26,121
Office Machines,Chicago,Jumbo Box,North America,United States of America,2107,Leigh Burnette Hurley,Corporate,Technology,Okidata ML320 Series Turbo Dot Matrix Printers,12/6/10,39015,Medium,60601,Central,3203,12/6/10,Delivery Truck,Illinois,0.05,1,24,0.56,568,"9,667",12,400
Office Machines,Owosso,Jumbo Box,North America,United States of America,716,Norma Kendall,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,10/12/11,89347,Medium,48841,Central,6381,10/14/11,Delivery Truck,Michigan,0.03,1,20,0.36,"5,758","8,345",48,401
Office Machines,Mehlville,Jumbo Box,North America,United States of America,2108,Alfred Barber,Corporate,Technology,Okidata ML320 Series Turbo Dot Matrix Printers,12/6/13,87875,Medium,63129,Central,16468,12/6/13,Delivery Truck,Missouri,0.05,1,7,0.56,944,"2,819",12,400
Copiers and Fax,Seguin,Jumbo Drum,North America,United States of America,550,Edna Monroe Talley,Corporate,Technology,Sharp 1540cs Digital Laser Copier,12/12/10,90910,Medium,78155,Central,3273,12/13/10,Delivery Truck,Texas,0.06,1,13,0.35,"4,637","6,721",49,550
Office Machines,Des Moines,Jumbo Drum,North America,United States of America,2105,Arthur Glass,Corporate,Technology,Lexmark Z54se Color Inkjet Printer,9/26/11,91188,Medium,50315,Central,6195,9/27/11,Delivery Truck,Iowa,0.1,1,21,0.36,"1,191","1,726",14,91
Office Machines,Sterling Heights,Jumbo Drum,North America,United States of America,2012,Gretchen Davis,Corporate,Technology,Epson LQ-570e Dot Matrix Printer,6/12/13,86881,Medium,48310,Central,13836,6/14/13,Delivery Truck,Michigan,0.1,1,8,0.56,424,"1,961",28,271
Office Machines,Euclid,Jumbo Box,North America,United States of America,1439,Kyle Kaufman,Corporate,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,3/31/13,90124,Medium,44117,East,12650,4/1/13,Delivery Truck,Ohio,0.04,1,6,0.39,-100,713,56,120
Office Machines,Lagos,Jumbo Box,Africa,Nigeria,1436,Priscilla Crowell,Corporate,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,3/31/13,40839,Medium,,International,12645,4/1/13,Delivery Truck,Lagos State,0.04,1,23,0.39,-100,"2,732",56,120
Office Machines,Singapore,Jumbo Box,Asia,Singapore,715,Amy Zimmerman,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,10/12/11,37410,Medium,,International,6370,10/14/11,Delivery Truck,Singapur,0.03,1,81,0.36,"6,804","33,796",48,401
Copiers and Fax,Shanghai,Jumbo Drum,Asia,China,548,Maureen Knowles,Corporate,Technology,Sharp 1540cs Digital Laser Copier,12/12/10,36999,Medium,,International,3262,12/13/10,Delivery Truck,Shanghai Shi,0.06,1,52,0.35,"20,700","26,884",49,550
Office Machines,Guangzhou,Jumbo Drum,Asia,China,312,Diana Griffin,Corporate,Technology,Okidata ML591 Wide Format Dot Matrix Printer,8/7/13,44323,Medium,,International,14623,8/9/13,Delivery Truck,Guangdong Sheng,0.09,1,54,0.56,"32,834","42,641",16,811
Office Machines,Shanghai,Jumbo Drum,Asia,China,2060,Rita Kinney,Corporate,Technology,Okidata ML591 Wide Format Dot Matrix Printer,10/20/11,23106,Medium,,International,6450,10/22/11,Delivery Truck,Shanghai Shi,0.05,1,63,0.56,"6,890","45,564",16,811
Office Machines,Delhi,Jumbo Drum,Asia,India,2008,Evan McPherson,Corporate,Technology,Epson LQ-570e Dot Matrix Printer,6/12/13,17507,Medium,,International,13828,6/14/13,Delivery Truck,National Capital Territory of Delhi,0.1,1,33,0.56,"1,592","8,090",28,271
Office Machines,Tokyo,Jumbo Drum,Asia,Japan,484,Charlotte Yu,Corporate,Technology,Lexmark Z55se Color Inkjet Printer,4/28/13,22497,Medium,,International,13068,4/29/13,Delivery Truck,Tokyo,0.04,1,37,0.38,580,"3,259",28,91
Office Machines,Rio de Janeiro,Jumbo Drum,South America,Brazil,3147,Gina Garrett,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,1/14/13,43911,Medium,,International,11518,1/15/13,Delivery Truck,Rio de Janeiro,0,1,40,0.58,"1,074","11,023",18,265
Office Machines,Sao Paulo,Jumbo Drum,South America,Brazil,2102,Jim Barbee,Corporate,Technology,Lexmark Z54se Color Inkjet Printer,9/26/11,37925,Medium,,International,6183,9/27/11,Delivery Truck,Sa_o Paulo,0.1,1,84,0.36,"1,266","6,903",14,91
Office Machines,Mechanicsville,Jumbo Drum,North America,United States of America,2062,Alfred Singh,Corporate,Technology,Okidata ML591 Wide Format Dot Matrix Printer,10/20/11,87153,Medium,23111,South,6458,10/22/11,Delivery Truck,Virginia,0.05,1,16,0.56,"2,128","11,572",16,811
